Contaminant,Contaminant Type,Contamination Area,Contamination Source,Land Use Type,Military_ID,Date of Pollution Event,Ongoing or Historic Contamination,Ahupuaʻa,Detection Level,Advisory/Regulatory Level,Media where contaminant was measured,Most likely impacted water body,Threat of spread?,Relative Health Risk,Community Health Risk,Other Notes,Year Published,Source,ID,MAP Notes,Coordinates,...23,Start Year,End Year
Tetrachloroethylene (PCE),Volatile Organic Compounds (VOCs),ʻAiea Fire Station,Closed UST,Urban,0,1971-1992,Contained,ʻAiea/Kalauao,0.28 mg/kg,HDOH EAL (2016 EHMP): 0.088 mg/kg,Soil (depth not specified),Runoff,"Unlikely to contaminate the nearby ʻAiea stream, as the site is located near the stream's end. Groundwater contamination is improbable due to the concrete established across the property. The most likely spread would be through runoff.","Short-term exposure to PCE can cause dizziness, headaches, and respiratory irritation. Long-term exposure may lead to serious health effects such as liver and kidney damage, nervous system impacts, and an increased risk of cancer, particularly bladder cancer. PCE is also linked to reproductive and developmental effects","NFA in place. Contaminated soil is located below building, covered with concrete human health risks only associated upon excavation of soil.","Location : P. 14, ʻAiea Fire Station on google maps",2017,"(ESI, 2019) ʻAiea Fire Station EHMP .pdf",290,NA,157.9314941°W 21.3840470°N,NA,1971,1992
Tetrachloroethylene (PCE),Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,200 µg/L,HDOH EAL: 5 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Short-term exposure to PCE can cause dizziness, headaches, and respiratory irritation. Long-term exposure may lead to serious health effects such as liver and kidney damage, nervous system impacts, and an increased risk of cancer, particularly bladder cancer. PCE is also linked to reproductive and developmental effects","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure is associated with inhalation of soil vapor from the impacted area","Current EPA Superfund site. Currently undergoing remediation, but in the planning process. Therefore, contamination is current",2012,"(HART, 2012) Aiea Former Laundry EHE.pdf",291,NA,157.9302697°W 21.3767083°N,NA,1940,1998
Trichloroethylene (TCE),Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,43µg/L,HDOH EAL: 5 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Short-term exposure to TCE can cause dizziness, headaches, and irritation of the eyes, skin, and respiratory system. Long-term exposure increases the risk of liver and kidney damage, immune and nervous system effects, and various cancers, including kidney and liver cancer. TCE is also associated with reproductive and developmental harm.","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area","Location: . P.43  "" The Site is situated on an approximately 4-acre parcel of land bordered on the northwest by St. Elizabeth Church and School; to the north and northeast by the H-1 Freeway; to the southeast by ʻAiea Elementary School and Kaimakani Street; and to the southwest by Moanalua Road and Aloha Stadium.""",2012,NA,292,NA,157.9302697°W 21.3767083°N,NA,1940,1998
"Cis 
1,2-Dichloroethylene",Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,290 µg/L,HDOH EAL: 70 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Short-term exposure to 1,2-dichloroethylene can cause irritation of the nose, throat, and lungs. May cause dizziness at high concentrations. Chronic, long-term exposure can cause damage to the live and kidneys","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area",NA,2012,NA,293,NA,157.9302697°W 21.3767083°N,NA,1940,1998
Vinyl Chloride,Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,140 µg/L,HDOH EAL: 2 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Vinyl chloride can irritate the eyes and respiratory tract. Chronic exposure may cause permanent liver injury, neurological or behavioral symptoms, and changes to the skin and bones of the hand. Exposure is associated with a rare form of liver cancer, as well as brain and lung cancers, lymphoma, and leukemia","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area",NA,2012,NA,294,NA,157.9302697°W 21.3767083°N,NA,1940,1998
Benzene,Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,950 µg/L,HDOH EAL: 5 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Short-term exposure to high levels of benzene can cause dizziness, headaches, drowsiness, and confusion. Long-term exposure primarily affects the bone marrow and leads to blood disorders, including aplastic anemia and an increased risk of leukemia.","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area",NA,2012,NA,295,NA,157.9302697°W 21.3767083°N,NA,1940,1998
Ethylbenzene,Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,160 µg/L,HDOH EAL: 40 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Acute exposure to ethylbenzene in humans results in respiratory effects, such as throat irritation and chest constriction, irritation of the eyes, and neurological effects such as dizziness.  Chronic (long-term) exposure to ethylbenzene by inhalation in humans has shown conflicting results regarding its effects on the blood.  Animal studies have reported effects on the blood, liver, and kidneys from chronic inhalation exposure to ethylbenzene.","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area",NA,2012,NA,296,NA,157.9302697°W 21.3767083°N,NA,1940,1998
Xylenes,Volatile Organic Compounds (VOCs),Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,670 µg/L,HDOH EAL: 30 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Short-term exposures at high concentrations can cause irritation of the skin, eyes, nose, and throat; difficulty breathing; delayed response to a visual stimulus; impaired memory; stomach discomfort; and possible changes in the liver and kidneys. Both short- and long-term exposure can cause effects on nervous system: headaches, lack of muscle coordination, dizziness, confusion","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area",NA,2012,NA,297,NA,157.9302697°W 21.3767083°N,NA,1940,1998
TPH (Middle Distillates),Petroleum,Former ʻAiea Laundry,"Laundry and dry cleaning activities, Former USTs, nearby petroleum pipelines",Urban,1,1940s-1998,Historic,Hālawa,160 µg/L,HDOH EAL: 100 µg/L,Groundwater,Groundwater,"Groundwater, and respective solvent plume feeds the shoreline of ʻAiea Bay","Exposure to TPH can cause a range of health effects depending on the compound. Short-term exposure can lead to respiratory irritation, headaches, dizziness, and skin irritation. Long-term exposure may result in liver and kidney damage, nervous system effects, and increased cancer risk.","Groundwater is not a current drinking water source, and soil contamination has been deemed below the HDOH EAL. Risk of exposure to residents and workers is associated with inhalation of soil vapor from the impacted area",NA,2012,NA,298,NA,157.9302697°W 21.3767083°N,NA,1940,1998
"Arsenic, Cadmium, Chromium",Metals,Kapapapuhi Point Park,Former Sugarcane Plantation,Urban,0,1890-1995,Historic,Honouliuli,"Not above EAL by Hawaiʻi standards, but above other state-level standards for the contaminants",NA,Shallow Soil (0-3 ft.),"Groundwater, West Loch","Shoreline park, borders West Loch",Sampling done to increase knowledge on soil quality and contamination for local community gardening and to ensure food safety and security.,The tested heavy metal concentrations are not of concern in comparison with known contamination in surrounding soils,Mapping location: just search the beach park?,2021,"(Rossi de Leon et al, 2021) Kapapuhi pt.pdf",299,NA,158.0181842°W 21.3657234°N,NA,1890,1995
Lead,Metals,ʻAiea Elementary,"Lead-Based Paint, Former Sugarcane Plantation",Mixed,0,1925-1990,Historic,Hālawa,655 mg/kg,HDOH EAL: 200 mg/kg; C/I: 800 mg/kg,Shallow Soil (0-3 ft.),Hālawa Stream/ Groundwater,"Hālawa stream is located 1,400 ft south of the site. Underlying aquifer considered a drinking water source","Any direct contact exposure (air, ingestion, skin contact) considered harmful. Larger risk for children. Mainly affects nervous system function, brain development, motor function. Repeated and acute exposure considered high risk with any exposure in children and low-medium for adults with chronic exposure","Environmental hazard management plan in place, risk of incidental inhalation or ingestion plausible if proper remediation and/or containment efforts have not yet taken place. Remediation plan in place.","There is a zoomed out map of combined sugar cane lands from 1920-1937 on p.77 in the appendix of this study. Location for this site specificaly: ʻAiea Elementary School: 21.376044, -157.927307",2022,"(DOE, 2022) Aiea Elementary Soil .pdf",300,NA,157.9272606°W 21.3760604°N,NA,1925,1990
"Arsenic, Barium, Chromium, Mercury; DDT Compounds, Endosulfan II",Multiple Contaminants,Hoʻopili Development,Former Sugarcane Plantation,Mixed,0,1890-2015,Historic,Honouliuli,"Detected, but below HDOH EAL",NA,Soil (depth not specified),Groundwater,Groundwater to West Loch,NA,NA,"Important context for location of one of the OSCPML/UHWOC/Hoʻopili sites ""OSCPML area is located on a separate property from the DRH and UHWOC properties and is approximately 1⁄4 mile away from the nearest point of either subject property. Historically, the OSCPML area’s primary function was mixing and loading of agricultural chemicals."" (p.15)",2012,"(Tetra Tech, 2012) Hoʻopili Phase II ESA .pdf",301,NA,158.0392066°W 21.3661430°N,NA,1890,2015
Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),Transformer Site W-4/W-5,Transformer Site,Industrial,1,Unknown,Contained,Waipiʻo,40 mg/kg,HDOH EAL: 1 mg/kg,Soil (depth not specified),West Loch,To West Loch,"Exposure to PCBs can cause skin conditions like chloracne and eye irritation. Chronic exposure may lead to liver damage, immune system suppression, endocrine disruption, and increased cancer risk. PCBs are classified as probable human carcinogens and can cause neurodevelopmental issues in children.","Minimal risk to residential/visitor exposure. The area has been backfilled, capped with concrete, and fenced. Exposure risks associated with further construction and excavation of property",Location: p.21,2010,"(NAVFAC, 2010) RoD, 3 Transformer Sites (TD-10, K-14, W-4/W-5) JBPHH.pdf",302,NA,157.9891399°W 21.3738576°N,NA,Unknown,Unknown
Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),Transformer Site TD-10,Transformer Site,Industrial,1,1910s-2003,Contained,NA,3.7 mg/kg,HDOH EAL: 1 mg/kg,Other,NA,NA,"Exposure to PCBs can cause skin conditions like chloracne and eye irritation. Chronic exposure may lead to liver damage, immune system suppression, endocrine disruption, and increased cancer risk. PCBs are classified as probable human carcinogens and can cause neurodevelopmental issues in children.",The concrete pad area was cleaned and coated with epoxy encapsulant. May limit further release of PCBs and to minimize direct exposure,location p.37,2010,"(NAVFAC, 2010) RoD, 3 Transformer Sites (TD-10, K-14, W-4/W-5) JBPHH.pdf",303,NA,157.9616314°W 21.3667392°N,NA,1910,2003
Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),Transformer Site K-14,Transformer Site,Industrial,1,Unknown,Contained,Hālawa,47 mg/kg,HDOH EAL: 1 mg/kg,Soil (depth not specified),East Loch,To East Loch,"Exposure to PCBs can cause skin conditions like chloracne and eye irritation. Chronic exposure may lead to liver damage, immune system suppression, endocrine disruption, and increased cancer risk. PCBs are classified as probable human carcinogens and can cause neurodevelopmental issues in children.","Contaminated soil not removed, backfilled soil cap and asphalt put into place to prevent further PCB exposure. Area reduced to low-occupancy use",location p. 39,2010,"(NAVFAC, 2010) RoD, 3 Transformer Sites (TD-10, K-14, W-4/W-5) JBPHH.pdf",304,NA,157.9439329°W 21.3586182°N,NA,Unknown,Unknown
"DDT compounds, Heptachlor, Dieldrin, Endrin, Chlordane",Legacy Pesticides,Mānana Corporation Yard,Warehouse/storage facility,Mixed,1,1940s-1999,Historic,Mānana,"Detected, but below HDOH EAL",NA,Soil (depth not specified),West Loch/Pearl Harbor Waters,Contaminant transport not anticipated as long as soil is handled properly,NA,"The tested COPCs are not detected at levels deemed to be a threat to public and human health. Site in use, to be converted to parking lot",location p.21,2021,"(MPI, 2021) 1. Manana Corporation Yard SI.pdf",305,NA,157.9726028°W 21.3974145°N,NA,1940,1999
